ID,Text
95,"(First of all, somebody is chasing me around and negging all my review so dont pay any<br />attention to those NO votes, they both arrived within minutes of posting this review.)<br /><br />This sickly sweetish molasses flavored thing is NOT jerk sauce, doesnt even remotely<br />resemble a bad facsimile. I dont know what World Harbors is thinking, cause this stuff<br />is horrible.<br /><br />BTW, I like their Teriyaki sauce, but this..... its as bad as it gets."
96,"It's not great plain, but it's wonderful mixed with other herbs.  It can be a little bland if you don't put anything but the rosehips in the infuser.  Hibiscus goes great with it, though.  It's a great tea for children because it's mild and fruity, for adults add it to something else.<br />Also, you can eat the rosehips after they've been brewed, sounds weird but they are great, they taste a little bit like an apple and have lots of vitamin C.  Watch out for the pith (that's the best word I can think of for the little hairlike thorns that surround the seeds), though, if you decide to eat the hips.  Every once in a while you find one that hasn't been de-pithed properly, hence you need to avoid the pith if you eat the brewed hips."
97,"These cloves are very finely ground and extremely pungent. I use them in cooking, I let a small amount soak in coconut oil and use it for massage oil, and also mix it straight into beeswax for candles. It works well on all counts. I am very satisfied and will be reordering when needed."
98,"This mix is probably not something you would want to use everyday.  Its just new enough and different enough to be something special to add to your summertime recipe's.  When you want to reward yourself with something fun and fruity, this can fill the bill quickly and easily.  It has no aftertaste so often associated with diet drinks.  I highly recommend it."
99,"When I opened the package, I expect the same old tasting Beef Jerky but my taste buds surprised me.  This beef jerky tastes amazing! I've been buying products from Amazon.com for years was really inspired to leave any feedback but as soon as I tasted this Beef Jerky, I wanted everyone to know.  I just ordered 5 more :)<br /><br />- Baba Ali"
100,this is the best halal beef jerky i have ever tasted. also the company truly gives an Orthodox Muslim a good choice in buying because when you call them to ask about their slaughtering process they quickly give you the answer unlike other Muslim company's who try do deceive the consumer.
101,"I am not Muslim, but was interested in this jerky because of its low carb content compared to some other brands of ""sweet"" jerky out there.  It has a slightly sweet taste and great flavor (spicy...but NOT hot)!  It is easy to chew and doesn't leave your fingers sticky. I wish it came in more economical sizes (6, 9, or 12 oz sizes), but that doesn't seem to be the case.  It's a great jerky and might just be addictive, which probably makes the 3 ounces bag size a good choice...after the first 3 ounces you HAVE TO STOP (at least long enough to open another bag)!!!"
102,"Well, after trying a lot of brands, this is probably the best beef jerky I ever tasted!"
103,Great product and it tastes great.  I keep a bag in my drawer at work in case I get hungry and its great to eat to keep my protein count high since I'm working out.
104,"These are very tasty, but way too sweet & sugary.  I felt like I was eating candy instead of meat.  If that's okay with you, then you'll probably love these, but I was looking for something a bit healthier.  Yes, I know it says 'sweet' in the product name, but I bought it because of the no hormone, no antibiotic, no artificial ingredient aspect."
105,Never had jerky before because I've never seen a Halal version. Was a little apprehensive at first but found it highly addictive. Went through a whole bag in one sitting. I recommend all my curious Muslim brothers and sisters to try it.
106,"amazing taste, incredible quality. This is the best beef jerky I have ever had. I think it's even better than the other non-halal ones. This beef jerky made me leave my first review ever on amazon though I'm a regular costumer of theirs. Thumbs up!"
107,"I don't eat chips often, but when I do, these are some of my favorites. They have all the flavor and texture of traditional tortilla chips, but it is the subtle lime flavoring that makes them special. The lime flavoring appears to be a seasoning that has been dusted on. Some chips seem to have barely any flavor and I find myself looking for those with the most. Still, none of them have quite enough for my tastes. I wish that these chips had more that just a ""hint"" of lime."
108,"Product arrived on time, nicely packaged and gift wrapped, the treats were all quality and very good.  Nice keepsake box."
109,"I got these for my mom who is always sucking on a cough drop. These are gummi and are minty like a cough drop, she really likes them. A unique gummi creation."
